x,y
428.34201,57.021
265.192993,181.287003
531.297974,147.712997
347.247009,103.042
132.516006,80.679001
92.503998,119.848
357.048004,50.898998
251.755997,249.843994
161.740997,51.266998
281.803009,130.479004
135.514999,240.944
225.459,243.694
329.981995,125.617996
403.945007,192.507996
155.453003,53.529999
258.398987,249.593994
182.104004,244.979004
338.617004,104.527
156.617996,194.934998
515.098022,50.917999
559.783997,125.777
193.653,152.033005
488.123993,150.934998
309.929993,46.615002
149.654999,235.921997
397.838989,115.135002
83.481003,158.227005
424.053986,208.962997
73.174004,141.703003
559.867981,158.059006
544.979004,153.479004
349.959991,277.492004
207.115997,100.024002
386.377991,180.393997
142.388,178.492996
195.945999,193.242996
334.283997,248.197006
199.274994,276.578003
69.912003,147.278
406.503998,198.546997
386.127014,276.048004
512.843994,64.741997
473.546997,63.403
548.906006,87.25
84.499001,170.477997
407.984985,111.352997
144.240005,237.296997
413.303986,176.264008
216.136993,147.598999
334.346985,110.282997
160.128006,152.656006
415.46701,81.540001
541.557007,170.906006
476.329987,61.356998
484.955994,163.186996
370.632996,263.125
77.188004,84.619003
159.725006,232.597
421.787994,65.191002
358.972992,71.460999
162.787994,276.151001
262.397003,171.578003
281.497009,133.526001
150.806,61.886002
528.718994,159.160004
408.040009,59.625
392.417999,207.347
160.688995,56.994999
558.210999,222.048004
80.839996,71.805
318.815002,51.801998
420.321991,192.401001
380.593994,242.772003
393.566986,259.906006
358.595001,151.339005
94.279999,53.841999
